Real		Imaginary
128.159		1288.32
331.824		1426.89
1072.64		-744.396
1413.42		-1833.49
-2992.05		582.075
758.967		1209.25
1885.88		-391.727
-1347.05		872.137
628.299		-1056.71
-130.739		160.085
-1064.08		486.231
315.923		-937.528
329.21		2040.38
1018.61		-886.687
-361.712		-2103.95
-1847.77		2104.45
250.12		297.762
1692.08		48.1603
352.409		-505.905
-2310.8		-1983.99
484.514		2412.51
976.525		336.536
-780.846		-1476.22
1117.23		851.048
-1007.6		-272.576
-335.147		-284.608
555.031		741.206
-1459.44		299.162
1841.61		-328.37
82.7885		-1296.88
-2526.33		-177.007
1386.72		1435.21
669.09		551.255
213.059		-1459.27
47.8123		-1751.47
-2105.73		2842.3
1518.74		21.39
904.184		-1235.98
-1496.44		805.951
456.187		-1661.33
-72.7472		737.321
-218.67		734.226
135.751		-1093.4
1410.21		1447.94
-95.228		-1891.95
-1751.44		-875.996
548.265		3556.27
664.811		-803.791
1230.63		-1448.12
-896.396		-438.815
-2736.03		410.949
2795		1612.47
715.987		-741.283
-1249.5		-853.977
1103.49		368.893
-1441.71		317.915
85.3159		165.91
1238.82		199.537
-764.391		1244.89
1145.28		-2113.38
-1673.82		-440.692
-1667.12		2459.79
2593.64		-764.276
629.283		-351.076
-1205.6		-1297.78
-1020.08		-272.189
549.063		3204.19
1379.13		-1772.52
-423.508		-1178.02
-155.961		1797.16
-903.292		-1228.12
407.253		754.335
106.676		615.612
-355.102		-1070.78
1753.98		129.487
-1610.79		-1142.4
-1287.82		797.749
2708.45		2226.81
-489.084		-1712.49
-45.7612		-1560.87
-1001.39		764.193
-990.77		1905.74
3004.16		-718.167
-686.287		-1075.33
-1699.3		253.149
1552.57		-472.896
-894.225		1430.31
231.734		-237.105
965.849		-403.843
-327.801		901.518
-608.154		-2214.71
-970.249		1240.6
622.501		2056.1
1930.05		-2324.66
-400.776		-126.319
-1935.69		27.1401
-354.221		784.961
2533.14		1736.51
-779.404		-2482.05
-943.672		-165.558
672.048		1300.81
-1281.31		-753.935
1206.65		466.954
257.797		194.108
-641.064		-696.954
1330.85		-610.464
-2346.91		678.79
399.463		1480.15
2679.33		-826.075
-1818.41		-984.125
-778.014		-419.783
31.272		1423.64
556.49		1347.87
1318.08		-2636.36
-1549.16		329.631
-495.108		1124.75
689.646		-1063.85
-57.1414		1158.91
210.081		-618.787
339.802		-686.115
125.106		922.844
-1413.02		-951.091
141.312		1802.57
1476.82		736.822
-616.001		-3284.93
-682.945		832.295
-1361.21		1252.33
794.856		251.046
2368.96		-1137.75
-2488.53		-1296.05
-141.986		588.645
1393.88		228.35
-656.283		464.924
998.522		-337.607
-23.8255		-181.713
-1009.62		-307.823
1107.24		-919.877
-1473.79		1974.31
1572.7		541.706
1672.59		-2428.37
-2459.53		649.757
-577.603		385.061
1366.12		1339.86
1091.8		377.504
-1018.37		-3362.29
-866.788		1780.52
501.426		1060.05
197.824		-1492.4
1008.79		1301.24
-546.911		-726.388
-104.516		-425.648
315.009		973.197
-1708.16		-223.556
1735.61		1127.72
1226.34		-916.485
-2541.02		-1725.42
485.016		1382.3
57.6311		1488.61
1072.96		-565.473
966.231		-1581.13
-3021.56		400.987
818.982		1044.02
1577.08		-271.323
-1179.5		685.563
824.323		-1120.9
-407.982		243.127
-1094.2		523.916
31.8549		-1119.96
778.178		2196.99
1169.12		-1333.65
-692.512		-2255.03
-1315.22		2832.25
57.7626		175.258
1758.18		-131.044
140.605		-622.479
-2105.12		-1402.75
572.036		2108.92
719.05		268.084
-444.085		-1339.23
1055.24		947.204
-1209.54		-497.148
-169.453		-327.567
548.171		720.455
-1479.19		697.611
2430.99		-755.921
-336.268		-1484.57
-2703.9		325.701
1909.02		1358.61
654.247		801.613
219.648		-1592.9
-667.739		-1475.08
-1784.04		2566.49
1945.19		-253.346
772.454		-1241.78
-898.701		1493.53
-8.22773		-1667.85
-2.37048		798.292
-405.308		808.806
-4.38108		-639.304
1537.75		1118.38
-558.729		-2056.07
-1857.49		-497.379
1192.94		2762.53
722.704		-390.695
1027.16		-1292.35
-908.343		-26.9604
-2702.57		693.201
2899.99		1094.01
98.0726		-534.444
-1263.1		-329.775
839.007		-42.5215
-1432.72		281.138
5.97966		-11.8504
988.455		188.847
-797.593		904.546
1369.09		-2342.66
-1511.5		-222.845
-1107.54		2414.32
2570.06		-373.463
354.124		-226.313
-1406.93		-1228.44
-1146.16		-145.662
1127.53		3236.75
646.22		-1904.46
-469.4		-873.102
-116.345		1179.42
-806.336		-1016.81
369.954		944.586
31.4845		517.701
-543.079		-975.954
1994.28		-158.577
-2155.68		-996.992
-1062.28		1087.71
2502.25		1248.99
-145.386		-1549.34
33.1966		-1332.71
-974.945		714.113
-1113.8		1975.41
3178.9		-858.826
-763.728		-784.669
-1456.48		359.274
1285.01		-392.967
-1360.63		1361.07
319.581		-425.616
966.098		-665.939
296.862		913.612
-1239.22		-2237.8
-912.345		1717.75
1266.34		2000.3
1171.59		-2356.26
-555.396		-218.245
-1874.28		157.557
-389.44		634.96
2900.28		1184.97
-1295.89		-2013.88
-711.624		-60.4267
711.078		870.106
-1346.71		-609.663
1222.83		481.664
272.211		133.553
-702.042		-548.961
1127.85		-1127.23
-2115.59		803.875
592.208		1435.83
3054.07		-820.455
-2006.84		-689.559
-919.289		-780.46
82.6303		1652.57
730.163		1384.99
1155.01		-3200.87
-1237.39		867.789
-268.615		997.668
306.372		-994.026
202.817		1553.98
20.7808		-620.294
202.942		-579.931
-208.273		845.984
-1721.63		-1653.31
505.991		2009.13
1976.64		336.307
-943.781		-3058.48
-429.848		618.516
-1061.15		1185.69
963.358		335.31
2676.31		-875.233
-2620.86		-1010.72
-127.633		790.613
1331.69		530.49
-1335.91		194.974
1611.12		-543.641
4.23883		29.1829
-862.082		-61.4737
454.463		-930.049
-1068.9		2347.48
1609.95		121.793
1026.47		-2319.61
-2183.85		885.593
-506.906		120.861
1181.74		1177.75
1107.81		174.073
-652.657		-2811.81
-937.336		1687
386.144		989.835
303.686		-1514.2
974.842		1893.07
-908.973		-815.425
-125.446		-544.093
63.999		683.146
-1898.29		251.099
2344.11		880.721
862.172		-1310.39
-2715.8		-1036.86
428.725		1192.31
128.414		1344.45
1026.12		-784.924
916.308		-1612.72
-3186.99		1006.91
938.344		516.769
1118.38		-410.128
-1099.93		701.66
1137.74		-1382.54
-235.995		301.253
-895.368		349.408
22.8712		-660.606
676.915		2512.3
886.726		-1511.48
-1161.2		-1859.22
-1518.12		2493.14
389.791		-72.5901
1920.54		-110.619
232.118		-1000.77
-2591.56		-1331.97
1092.68		2457.08
671.972		-92.4117
-795.138		-1037.85
1390.56		498.858
-1442.68		-625.62
-241.832		-270.179
649.431		416.055
-798.149		911.582
2427.18		-1145.34
-690.368		-1408.98
-2449.68		1175.27
1888.71		995.987
714.176		638.766
85.8407		-1521.06
-957.857		-1367.8
-1212.18		2721.52
1609.44		-507.922
420.019		-927.597
-223.722		1488.71
-352.682		-1625.84
-148.036		694.37
-359.995		892.521
-163.595		-465.743
1839.64		754.899
-749.13		-1681.16
-1737.47		-190.833
618.594		2688.87
231.8		-809.382
1207.85		-1070.24
-701.854		-557.625
-2149.95		799.514
1987.88		1008.08
135.574		-663.376
-1045.88		-649.329
1733.79		-250.878
-1702.57		593.729
0.293618		-131.524
822.671		430.702
-429.785		869.986
1553.15		-2751.89
-1986.66		226.913
-643.556		3038.39
1955.2		-1138.58
492.877		-234.307
-1363.41		-999.597
-1104.77		38.1224
986.04		2545.09
765.148		-1809.2
-350.528		-626.898
296.968		1384.99
-1172.22		-1328.76
595.024		821.222
6.27106		684.566
-230.269		-538.227
1877.49		-510.053
-2493.38		-698.522
-766.809		1454.97
2874.26		415.764
-515.409		-621.798
-500.359		-1098.29
-782.901		800.267
-778.432		1369.82
2274.83		-1139.5
-790.077		-364.852
-930.892		310.629
1000.58		-463.439
-1105.39		933.18
264.801		-399.277
873.643		-277.539
325.793		1009.89
-1262.91		-2360.65
-857.691		1709.09
1183.78		1747.77
908.222		-2564.79
-202.745		-44.8097
-1731.59		186.458
-21.3561		832.271
2510.91		1251.61
-1266.6		-2255.61
-587.914		195.075
814.249		1008.42
-1570.1		-509.284
1276.04		456.262
225.732		303.909
-563.975		-638.785
912.781		-905.186
-2542.8		1273.02
732.525		1376.43
2372.83		-1139.02
-1907.24		-978.361
-740.989		-613.398
-122.05		1532.19
794.902		1324.14
912.738		-2772.98
-1384.17		463.77
-380.035		682.777
443.636		-1361.03
148.991		1656.04
219.925		-763.4
594.9		-792.829
277.731		649.4
-2443.53		-946.435
1085.36		2134.87
1970.44		-16.8959
-1466.4		-2729.45
-189.641		719.078
-937.577		1340.89
921.858		214.778
2116.99		-1017.75
-2480.11		-566.805
25.408		636.771
1078.96		366.7
-1628.65		124.915
1628.88		-624.525
62.4513		133.804
-800.121		-349.893
203.244		-1001.67
-909.36		2826.22
1869.09		-166.63
717.386		-2642.73
-2434.41		1336.65
-599.171		275.468
1561.87		1155.02
982.984		-250.555
-1789.97		-2884.25
-14.0419		1945.02
464.249		442.649
-90.9799		-1129.08
1241.72		1402.88
-757.674		-847.581
-8.14029		-477.829
68.6559		574.92
-1539.64		694.2
2256.22		774.147
592.957		-1343.1
-2835.2		-995.871
419.199		1226.97
76.6334		1382.45
1087.14		-1144.11
591.165		-2037.39
-2665.81		1742.4
1181.45		-101.261
721.395		-459.219
-242.712		1005.6
728.481		-1096.78
-462.264		340.183
-875.282		386.532
-203.551		-546.465
634.1		2346.9
984.72		-1871.27
-1285.68		-2092.49
-992.47		2361.5
315.138		115.069
1922.42		-60.4083
267.731		-888.868
-2804.04		-1049.1
1309.03		1881.68
438.535		-236.214
-784.525		-850.202
1778.21		133.587
-1242.78		-400.026
-89.1452		-271.405
732.407		625.434
-859.042		1567.35
2392.02		-1576.15
-972.738		-1071.07
-2335.56		1592.44
1728.38		300.015
877.279		714.967
-57.6918		-1371.24
-698.418		-1063.17
-1217.99		2854.65
1206.63		-742.521
341.426		-651.107
-508.444		1333.03
-137.718		-2054.87
47.3475		949.406
-625.766		815.938
-103.547		-269.013
2187.56		1061.43
-1710.2		-2338.21
-2192.24		343.123
1631.95		1891.71
339.444		-660.272
644.461		-1342.6
-888.127		-283.636
-1994.48		979.677
2541.44		325.037
-108.97		-518.085
-830.402		-163.372
1401		-381.935
-1412.57		494.608
16.8702		56.6441
875.774		452.99
-199.593		1335.29
796.711		-3062.51
-2001.21		458.252
-459.802		2688.78
1973.94		-1245.99
348.84		-320.32
-1427.29		-1101.52
-1026.8		36.4198
1698.52		2609.89
157.541		-1733.03
-392.264		-413.011
173.49		1270.29
-1393.55		-1539.61
694.229		930.363
-9.34354		679.055
-190.137		-598.543
1862.25		-894.852
-2653.68		-591.842
-675.864		1466.8
2940.26		739.485
-998.78		-1269.5
-66.8817		-1604.02
-856.37		902.941
-148.652		1767.02
2440.35		-1287.19
-1066.98		-172.781
-756.978		518.407
806.059		-1186.3
-790.284		1624.57
124.779		-205.684
883.957		-301.971
182.451		520.721
-1388.7		-2330.25
-761.032		1988.35
1486.28		1666.08
683.798		-2892.96
-171.303		10.9883
-1858.95		428.872
155.65		788.689
2567.82		464.657
-1440.59		-1496.4
-126.827		70.7824
548.712		578.88
-1157.51		-362.221
1314.83		800.289
12.7678		374.66
-565.202		-464.255
746.877		-1571.04
-2498.17		1608.11
1092.41		1374.35
2578.06		-1584.05
-2221.05		-211.13
-996.27		-795.228
272.736		1650.55
1112.7		1008.83
377.602		-2597.49
-1154.11		808.138
-360.606		672.71
200.658		-1203
239.724		1744.72
-222.47		-803.182
477.339		-771.786
203.437		243.298
-2767.1		-512.107
1554.52		1801.33
1789.65		-521.828
-1522.88		-2289.72
-75.4589		434.428
-830.149		1407.45
1119.94		288.139
2195.48		-893.325
-3094.81		-221.856
341.85		403.408
786.121		-55.3213
-1573.23		625.028
1543.93		-886.738
194.323		-40.1319
-787.927		-498.65
81.5769		-825.643
-659.091		2766.2
1737.08		-359.736
608.774		-2353.25
-2295.66		1205.92
-523.063		-34.2796
1551.98		1120.14
858.955		-293.574
-1852.09		-2357.17
483.102		1584.56
101.258		155.753
-122.537		-687.474
884.724		1185.18
-592.326		-1095.9
269.546		-527.813
257.632		435.804
-2061.41		738.42
2918.33		602.335
528.102		-1483.72
-2630.05		-508.921
699.789		1301.81
-45.5547		1420.8
940.423		-915.138
228.045		-1888.45
-2427.08		1510.86
1066.01		149.16
736.183		-381.282
-1030.95		1094.27
952.566		-1837.6
-130.311		454.33
-942.875		234.573
-393.162		-374.932
1546.36		2332.57
533.651		-2231.85
-1579.64		-1550.78
-775.372		2514.68
203.792		-116.746
2020.07		-211.14
-28.8888		-977.85
-2778.2		-489.221
1710.45		1637.62
92.6204		-221.334
-763.96		-454.809
1642.2		196.281
-1582.32		-328.032
-203.172		-381.408
235.856		536.071
-796.471		1343.24
2454.07		-1943.37
-1305.54		-1115.99
-2088.96		1517.03
1763		262.586
636.681		660.928
-99.562		-1673.73
-996.151		-1017.64
-920.857		2635.67
1349.44		-1237.8
175.594		-703.726
-136.034		1201.07
-108.214		-2247.37
230.111		913.961
-466.562		711.143
-13.5358		-4.17181
2363.23		370.899
-1646.58		-2281.47
-1881.51		496.601
1732.11		2196.18
246.06		-789.89
1046.86		-1515.46
-1066.16		-318.005
-1779.85		1313.13
2652.37		218.751
-353.379		-520.991
-728.726		-105.51
1568.78		-752.521
-1540.64		814.918
-10.2692		-140.123
917.309		512.504
431.823		1132.92
169.145		-3096.88
-1796.99		918.876
-25.1356		2387.97
1803.68		-1229.75
346.575		-14.5
-1541.21		-1130.18
-1014.96		365.34
1542.72		2222
-41.6633		-2162.08
-208.163		-152.324
670.835		904.103
-1466.92		-1344.58
860.284		914.853
54.4559		763.316
232.406		-337.481
1539.17		-805.908
-3035.96		-624.317
-414.495		1797.82
3110.18		308.495
-689.572		-974.515
-527.182		-1446.38
-1134.33		1250.97
-298.905		2016.63
2158.26		-2405.68
-1064.41		260.41
-475.531		231.85
396.518		-1402.82
-498.514		1629.11
353.774		-339.859
1086.48		-334.994
508.823		478.184
-2012.78		-2168.08
-114.79		2243.72
1648.91		1203.82
422.007		-2330.02
-278.952		158.793
-1872.01		257.428
-4.178		847.265
2448.05		239.549
-1481.43		-1504.68
-1.27628		269.523
756.3		347.641
-1948.97		-120.207
1508.18		189.385
333.122		336.358
-209.542		-848.612
716.877		-1425.21
-2645.53		2013.01
1599.14		1024.71
2243.84		-2030.62
-1936.59		-30.2152
-741.436		-622.553
641.055		1700.17
1279.08		728.679
84.1366		-2113.27
-958.215		1195.95
-232.648		497.714
-179.749		-961.906
251.259		1407.51
-131.582		-796.072
531.427		-667.983
162.631		52.884
-2427.6		-276.317
1593.34		1813.32
1625.81		-514.515
-1346.77		-2095.78
-260.633		806.322
-1121.64		1261.63
1148.6		212.727
1801.54		-1486.98
-2458.17		-153.929
453.038		352.834
761.71		86.164
-1251.14		712.638
1723.78		-767.838
53.84		202.822
-776.359		-471.48
-631.864		-976.952
-235.096		3185.2
2023.66		-936.73
-23.2941		-2682.81
-1652.45		1457.8
-732.342		228.457
1673.48		1075.6
1007.76		-599.133
-1733.46		-2430.3
533.905		2151.65
224.44		-79.8822
-771.747		-617.798
1763.11		708.031
-320.603		-463.064
16.2245		-452.342
59.3469		773.703
-2025.74		1248.23
2615.16		234.516
261.798		-1396.99
-2595.04		-567.505
507.474		1219.54
-80.1495		1371.21
1150.39		-1106.1
356.587		-2154.68
-2602.35		2083.86
1321.71		-278.994
581.078		-534.564
-678.606		1578.56
767.72		-2225.31
-18.8083		412.122
-1083.04		484.276
-425.039		-36.6971
2153.34		1636.38
260.111		-2028.01
-1476.89		-1230.37
-869.887		2794.56
189.004		-286.543
2318.07		-270.322
-258.635		-1087.62
-2948.8		-181.75
2186.28		1470.44
-263.642		-97.2592
-627.653		-100.437
1742.73		-247.99
-1767.08		-352.958
-257.86		-254.615
420.336		617.553
143.034		1690.34
1713.57		-2202.93
-1551.48		-833.456
-1853.46		1775.08
1793.22		-26.2856
830.615		673.496
-353.393		-1652.87
-1086.71		-739.245
-28.778		2462.78
582.437		-1115.26
203.372		-215.849
238.517		787.683
-493.31		-1860.3
-200.593		878.003
-700.994		721.768
-80.6119		56.6661
2732.48		72.6427
-1754.78		-2242.84
-1727.29		526.557
1668.26		1819.23
272.386		-372.927
1013.1		-1168.93
-1095.27		-193.95
-2082.27		1465.34
2392.77		-251.704
-502.512		-308.495
-530.002		-113.47
1738.99		-1114.79
-1735.29		912.939
-121.562		-295.969
1010.41		592.211
901.672		1092.37
-99.364		-3123.14
-1787.89		1073.99
-7.45969		2559.83
1727.3		-1684.96
657.544		118.574
-1813		-980.429
-910.034		506.656
1966.18		1903.24
-715.434		-1741.77
63.9189		-63.8248
590.211		529.801
-1613.71		-1256.92
1062.24		835.304
-26.9439		853.541
271.635		-426.806
2028.13		-1246.77
-3547.12		441.179
7.86217		1822.12
2547.64		-87.2158
-906.421		-1025.51
-201.983		-1455.6
-978.926		1194.71
6.16604		1813.52
1932.33		-1977.53
-1038.76		513.183
-341.778		223.328
451.283		-1384.2
-1025.37		1909.53
61.3198		-528.467
1111.26		-277.566
729.149		-160.315
-2124.54		-2057.79
-37.2985		2446.8
1878.09		1134.8
404.978		-2483.7
-38.748		343.94
-2089.15		487.362
296.125		1092.18
2520.87		-92.6279
-2142.37		-1072.89
286.524		249.549
594.071		16.1106
-1745.89		178.136
1630.77		267.114
165.194		425.962
-201.235		-606.819
39.3987		-1607.81
-2130.29		2284.6
1693.52		897.733
1922.69		-1937.32
-2010.51		200.286
-1020.19		-832.133
414.083		1919.71
1381.23		604.421
-107.469		-2747.41
-805.646		1492.31
-73.1298		-8.56697
-788.681		-1141.21
1188.01		1749.76
-11.8323		-660.469
472.744		-817.972
-130.316		65.7548
-2697.75		22.9043
2270.13		1989.37
1632.65		-1027.61
-2281.79		-1705.25
120.271		234.624
-605.516		1460.57
1078.54		-11.7958
1409.46		-1387.53
-2059.17		191.846
561.718		157.824
550.629		-67.6021
-1354.37		992.386
1706.69		-942.555
336.783		311.097
-757.401		-540.6
-807.001		-692.769
246.108		3179.65
1828.99		-1056.89
-201.137		-2284.08
-1689.37		1665.17
-661.651		163.017
1731.3		1109.39
799.896		-683.853
-2327.2		-1751.27
806.77		1577.22
-134.097		-174.177
-740.596		-464.475
1985.14		732.434
-784.677		-564.961
-118.705		-716.724
-197.849		560.318
-1744.72		1543.14
3006.27		-532.508
-91.7391		-1683.48
-2605.36		-9.50065
1075.88		672.192
396.504		1568.34
900.503		-1165.25
-64.4629		-1577.46
-1598.66		1955.95
815.34		-460.098
208.978		-23.3708
-390.095		1360.43
751.87		-1971.96
-113.529		396.729
-1101.3		137.764
-550.604		93.2892
2121.55		2080.21
315.516		-2662.52
-1917.45		-1143.21
220.412		2987.38
-465.745		175.682
1915.53		-794.498
-546.302		-981.404
-2360.92		-123.082
1848.7		1196.42
-418.079		-260.008
-563.58		-217.282
1833.88		-411.559
-1509.49		-231.673
-264.46		-551.905
317.905		783.531
472.447		1750.08
1464.84		-2416.23
-1654.87		-508.98
-1578.2		1786.28
1373.28		-62.7109
847.195		424.827
-337.36		-1731.19
-1051.76		-795.982
298.292		2455.3
321.635		-978.902
128.936		-10.0911
208.882		1011.12
-638.388		-2259.46
128.172		715.599
-918.686		770.626
52.9013		171.145
3075.8		-657.512
-2043.18		-1738.49
-1456.94		779.498
1756.38		2120.34
-137.082		-631.855
1352.32		-1695.77
-1239.62		-52.4838
-1306.81		1610.54
2453.61		-528.577
-888.064		215.541
-166.906		222.41
1186.98		-1582.62
-1153.79		1108.15
-267.007		37.6832
925.626		780.882
596.563		1029.82
-396.568		-3537.97
-1615.04		1261.44
182.764		2243.5
1916.55		-1474.92
511.724		386.639
-2003.29		-1182.03
-889.473		807.717
2100.97		1413.57
-812.698		-1489.19
220.298		354.986
626.466		371.843
-1990.51		-658.749
649.095		827.156
-310.74		730.206
131.426		-465.859
1603.47		-2332.92
-3156.22		784.013
479.634		1478.71
2447.53		-513.371
-552.924		-362.52
-356.714		-1308.96
-1040.1		1120.21
-43.3736		1736.88
1867.18		-2282.85
-1193.48		854.135
-9.09529		90.6004
152.203		-2017.45
-289.383		2214.77
-66.0557		-154.579
1300.13		-194.873
507.505		-180.984
-2196.27		-1791.38
-135.81		2768.31
1738.67		1105.87
-380.211		-2662.79
248.126		-169.74
-2044.18		746.195
446.802		852.4
2448.51		-157.511
-2381.06		-756.332
601.335		47.9229
566.625		-176.843
-2063.34		501.251
1462.13		-232.504
399.487		455.95
-186.191		-904.445
-201.858		-1668.38
-1602.17		2453.4
1588.63		349.764
1510.38		-1758.95
-1513.6		103.776
-731.802		-788.88
446.948		1806.85
1177.06		610.762
-119.212		-2760.02
-277.804		1945.52
-59.3919		-258.369
-870.608		-1122.5
1136.7		1901.33
-43.6728		-562.725
773.647		-914.046
-57.2669		-173.595
-2268.21		494.257
1924.53		1922.91
1497.16		-676.29
-2064.26		-2017
442.198		609.537
-1195.89		1941.3
1213.87		-144.474
1221.77		-1734.67
-2447.61		1107.63
825.007		-480.826
110.187		-265.595
-1303.09		1697.37
1353.04		-1893.81
639.358		275.918
-869.288		-475.9
-502.96		-90.1222
309.441		2965.72
1124.77		-1623.67
-660.708		-1797.39
-970.786		1378.68
-521.85		4.43559
1424.68		679.105
455.152		-568.637
-1667.28		-1524.56
940.804		1531.27
-312.599		-329.429
-690.564		-373.749
1773.5		986.59
-873.216		-871.124
169.285		-916.81
-321.073		423.607
-1205.86		1436.19
3259.99		-247.903
-328.332		-1600.62
-2730.5		309.775
1151.59		495.765
480.826		1613.65
674.791		-1410.58
-281.182		-1395.24
-1173.94		1789.61
861.813		-617.938
279.635		205.798
-179.238		1381.66
701.254		-1941.43
13.7224		711.447
-1475.5		263.717
-730.622		532.1
2794.93		1541.37
-791.511		-2673.44
-1875.87		-549.113
207.854		2083.28
79.6733		55.3646
1889		-544.284
-629.935		-868.345
-2353.77		346.215
2100.66		645.189
-870.985		-7.5175
-439.297		208.277
1596.28		-716.358
-1442.51		-338.192
-236.441		-501.156
246.924		879.319
223.419		1930.58
1761.34		-3208.2
-1892.39		-290.983
-1289.71		2078.7
1525.22		-359.85
923.004		526.18
-668.21		-1734.13
-1121.85		-503.409
613.625		2352.24
122.658		-1420.87
228.963		149.124
647.974		882.701
-877.148		-2068.19
317.348		888.34
-873.352		898.221
231.535		303.686
3021.7		-884.564
-2909.77		-1474.72
-1184.28		1244.25
2177.17		1244.1
-67.4768		-491.138
860.469		-1656.79
-1252.73		202.429
-1007.19		1743.2
2295.38		-867.113
-995.775		356.276
-98.7493		270.338
999.417		-1771.86
-1184.1		1346.33
-375.924		-21.2129
1010.43		635.721
848.912		490.988
-629.604		-3144.16
-1570.58		1646.52
563.937		2249.25
1259.78		-1845.6
775.33		-35.4532
-1976.01		-686.107
-534.767		722.861
2083.82		1279.75
-1124.91		-1170.38
496.648		112.651
616.25		221.69
-1798.84		-903.552
1070.77		1002.02
-222.039		1160.44
497.857		-253.231
1179.15		-1982.85
-3525.67		935.746
392.316		1694.08
2507.61		-518.316
-996.474		-464.204
-685.023		-1732.49
-911.831		1385.05
316.838		1494.64
1271.71		-2619.36
-502.964		1288.18
82.0093		-143.758
-265		-1515.72
-355.777		2296.21
-132.907		-283.536
1244.93		-249.436
381.19		-468.938
-2647.59		-1382.58
246.313		2571.44
1667.99		637.437
-537.349		-2603.64
338.127		-73.4452
-2097.36		832.442
612.078		647.101
2026.4		-583.617
-2074.02		-429.17
856.102		-205.757
323.804		-332.035
-1818.09		657.937
1628.08		-143.178
460.181		544.235
-75.0409		-981.757
-384.662		-1566.59
-1859.55		2753.09
1839.35		331.534
1477.5		-2091.36
-1737.37		466.466
-1173.77		-998.807
919.002		1751.01
1224.09		195.334
-396.332		-2370.77
190.258		1760.05
-178.816		-395.937
-919.917		-748.54
1261.59		1959.86
-350.331		-545.961
769.53		-991.583
-460.318		-270.911
-2298.36		384.51
2555.99		1888.87
1204.68		-1030.37
-2244.98		-1581.17
373.331		442.061
-922.804		1947.59
1209.76		-380.421
769.568		-1639.4
-1900.69		926.527
770.771		-567.225
-9.9984		-25.8939
-887.13		1469.73
1411.16		-1438.28
384.403		218.574
-1050.73		-764.664
-1017.81		-338.497
1028.84		3257.55
1359.62		-2016.22
-700.118		-2031.72
-976.58		1562.5
-643.293		132.123
1918.11		756.317
553.487		-787.093
-2126.97		-1287.17
1220.97		1305.86
-622.277		-330.81
-790.256		-97.1012
2482.16		519.524
-1031.93		-572.719
-146.94		-1277.25
-473.219		680.509
-974.523		1930
3500.3		-1429.63
-642.145		-1339.5
-2230.61		719.663
1167.25		570.994
472.658		1619.44
444.801		-1422.75
-548.193		-1177.46
-596.982		1410.03
633.882		-746.133
140.079		298.52
208.859		1433.83
684.364		-1844.83
248.941		511.556
-1407.02		236.348
-592.094		758.111
2668.73		1867.18
-677.836		-2708.87
-2017.57		-629.788
290.365		2472.54
-503.002		-15.34
2147.06		-1080.66
-794.376		-828.798
-1915.7		437.078
2237.65		501.75
-1048.41		262.958
-252.578		362.989
1627.09		-776.318
-1601.66		14.444
-578.394		-691.57
113.419		980.125
822.774		1333.38
1309.52		-2816.62
-1613.46		-116.723
-1055.19		1763.72
1571.79		-132.564
914.334		747.492
-706.806		-1814.87
-1114.04		-155.044
780.145		2285.97
-402.358		-1502.98
342.049		561.171
904.223		534.06
-1046.72		-1690.11
-121.325		808.33
-902.171		977.902
310.941		411.63
2780.45		-1090.51
-2459.87		-1525.85
-1351.86		1257.31
2177.51		1845.3
-624.142		-289.482
946.028		-2162.58
-1364.96		434.506
-904.885		1663.49
1523.14		-1457.48
-592.224		970.627
172.928		-64.6841
779.439		-1488.16
-1659.08		1228.54
-537.744		-460.017
924.292		870.566
1313.65		412.492
-1349.25		-3646.33
-1268.29		1821.86
825.953		1886.98
1202.75		-2073.76
1251		236.352
-2239.12		-547.246
-282.98		1026.52
1945.58		1081.34
-1888.08		-1186.75
901.243		403.625
731.182		-126.537
-2025.86		-269.371
1157.86		447.123
125.391		876.709
559.87		-780.462
1089.48		-2263.21
-3564.64		1967.38
910.95		1383.85
2236		-871.362
-1132.89		-393.678
-618.254		-1767.29
-530.905		1579.98
598.497		1124.22
623.355		-2051.07
-541.426		1329.5
-14.1994		-427.964
-583.65		-1420.38
-87.7491		2085.77
-212.667		-266.158
1337.95		-354.112
345.694		-726.478
-2797.27		-1368.79
965.311		2544.11
1748.27		351.7
-418.71		-2154.17
396		100.524
-2100.49		1084.63
749.868		794.239
1654.06		-549.117
-2226.24		-151.321
999.75		-338.085
-1.94522		-418.082
-1768.06		917.86
1552.56		-160.673
434.971		571.078
-189.561		-1187.9
-977.758		-1525.03
-1211.29		3044.96
1938.59		-185.869
935.368		-2169.85
-1604.51		668.549
-1324.51		-870.966
1213.48		1534.76
1090.07		-241.466
-958.813		-1913.18
677.071		1120.02
-365.897		-561.328
-709.728		-338.126
1426.09		1616.86
-342.347		-603.438
825.67		-964.984
-677.327		-313.183
-2457.65		992.093
3123.8		1243.56
756.285		-1279.36
-1903.04		-837.623
-100.743		14.8798
-422.94		1470.23
1351.35		-281.667
1049.6		-1474.92
-1670.29		1344.29
681.42		-828.825
-319.15		132.424
-768.049		1699.75
1409.6		-1302.02
400.836		160.748
-1133.83		-902.977
-1125.12		-269.639
870.004		3545.27
1372.75		-2103.44
-697.075		-2124.24
-1151.58		1672.49
-891.184		-209.593
2253.35		675.638
417.531		-801.128
-1825.32		-775.036
1468.28		486.667
-701.978		-142.231
-405.352		165.736
2287.96		983.328
-1232.84		-637.044
288.763		-1334.5
-882.825		597.632
-863.853		2445.41
3532.89		-1559.87
-1096.36		-1188.48
-2266.89		922.759
